yourlist:M202205184ABAA9BC7178C81CEBC9459510EDDEA34D94DBZ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
ACTZ_MOUSE,P61164,ACTZ_MOUSE,reviewed,Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog),Actr1a Ctrn1,Mus musculus (Mouse),376
ACY1_MOUSE,Q99JW2,ACY1_MOUSE,reviewed,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase),Acy1,Mus musculus (Mouse),408
ACY3_MOUSE,Q91XE4,ACY3_MOUSE,reviewed,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) (EC 3.5.1.114) (Acylase III) (Aminoacylase III) (AAIII) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1),Acy3 Aspa2,Mus musculus (Mouse),318
ADDA_MOUSE,Q9QYC0,ADDA_MOUSE,reviewed,Alpha-adducin (Erythrocyte adducin subunit alpha),Add1,Mus musculus (Mouse),735
ADH1_MOUSE,P00329,ADH1_MOUSE,reviewed,Alcohol dehydrogenase 1 (EC 1.1.1.1) (ADH-A2) (Alcohol dehydrogenase A subunit),Adh1 Adh-1,Mus musculus (Mouse),375
ADH4_MOUSE,Q9QYY9,ADH4_MOUSE,reviewed,All-trans-retinol dehydrogenase [NAD(+)] ADH4 (EC 1.1.1.105) (ADH2) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II) (Alcohol dehydrogenase II),Adh4 Adh2,Mus musculus (Mouse),377
ADHX_MOUSE,P28474,ADHX_MOUSE,reviewed,Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 2) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase B2) (ADH-B2) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),Adh5 Adh-2 Adh2,Mus musculus (Mouse),374
ADK_MOUSE,P55264,ADK_MOUSE,reviewed,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),Adk,Mus musculus (Mouse),361
ADPGK_MOUSE,Q8VDL4,ADPGK_MOUSE,reviewed,ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147),Adpgk,Mus musculus (Mouse),496
ADPRS_MOUSE,Q8CG72,ADPRS_MOUSE,reviewed,ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-),Adprs Adprhl2 Arh3,Mus musculus (Mouse),370
ADRO_MOUSE,Q61578,ADRO_MOUSE,reviewed,"NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)",Fdxr,Mus musculus (Mouse),494
ADT1_MOUSE,P48962,ADT1_MOUSE,reviewed,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)",Slc25a4 Aac1 Anc1 Ant1,Mus musculus (Mouse),298
ADT2_MOUSE,P51881,ADT2_MOUSE,reviewed,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]",Slc25a5 Aac2 Ant2,Mus musculus (Mouse),298
ADX_MOUSE,P46656,ADX_MOUSE,reviewed,"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1)",Fdx1,Mus musculus (Mouse),188
AFAD_MOUSE,Q9QZQ1,AFAD_MOUSE,reviewed,Afadin (Afadin adherens junction formation factor) (Protein Af-6),Afdn Af6 Mllt4,Mus musculus (Mouse),1820
AFG32_MOUSE,Q8JZQ2,AFG32_MOUSE,reviewed,AFG3-like protein 2 (EC 3.4.24.-),Afg3l2,Mus musculus (Mouse),802
AGK_MOUSE,Q9ESW4,AGK_MOUSE,reviewed,"Acylglycerol kinase, mitochondrial (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (MuLK) (Multi-substrate lipid kinase)",Agk Mulk,Mus musculus (Mouse),421
AGM1_MOUSE,Q9CYR6,AGM1_MOUSE,reviewed,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),Pgm3 Agm1 Pgm-3,Mus musculus (Mouse),542
AGO2_MOUSE,Q8CJG0,AGO2_MOUSE,reviewed,Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer),Ago2 Eif2c2 Kiaa4215,Mus musculus (Mouse),860
AGRIN_MOUSE,A2ASQ1,AGRIN_MOUSE,reviewed,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],Agrn Agrin,Mus musculus (Mouse),1950
AGT2_MOUSE,Q3UEG6,AGT2_MOUSE,reviewed,"Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)",Agxt2,Mus musculus (Mouse),513
AHSA1_MOUSE,Q8BK64,AHSA1_MOUSE,reviewed,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1),Ahsa1,Mus musculus (Mouse),338
AIFM1_MOUSE,Q9Z0X1,AIFM1_MOUSE,reviewed,"Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)",Aifm1 Aif Pdcd8,Mus musculus (Mouse),612
AIMP1_MOUSE,P31230,AIMP1_MOUSE,reviewed,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],Aimp1 Emap2 Scye1,Mus musculus (Mouse),310
AIMP2_MOUSE,Q8R010,AIMP2_MOUSE,reviewed,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),Aimp2 Jtv1,Mus musculus (Mouse),320
AK1A1_MOUSE,Q9JII6,AK1A1_MOUSE,reviewed,Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.33) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20),Akr1a1 Akr1a4,Mus musculus (Mouse),325
AK1CD_MOUSE,Q8VC28,AK1CD_MOUSE,reviewed,Aldo-keto reductase family 1 member C13 (EC 1.1.1.-),Akr1c13,Mus musculus (Mouse),323
AK1D1_MOUSE,Q8VCX1,AK1D1_MOUSE,reviewed,Aldo-keto reductase family 1 member D1 (EC 1.3.1.3) (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase),Akr1d1,Mus musculus (Mouse),325
AKC1H_MOUSE,Q8K023,AKC1H_MOUSE,reviewed,Aldo-keto reductase family 1 member C18 (EC 1.1.-.-) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149),Akr1c18,Mus musculus (Mouse),323
AKCL2_MOUSE,Q9DCT1,AKCL2_MOUSE,reviewed,"1,5-anhydro-D-fructose reductase (AF reductase) (EC 1.1.1.263) (Aldo-keto reductase family 1 member C-like protein 2) (Aldo-keto reductase family 1 member E1) (Aldo-keto reductase family 1 member E2)",Akr1e2 Akr1cl2 Akr1e1,Mus musculus (Mouse),301
AL1A1_MOUSE,P24549,AL1A1_MOUSE,reviewed,"Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)",Aldh1a1 Ahd-2 Ahd2 Aldh1,Mus musculus (Mouse),501
AL1A7_MOUSE,O35945,AL1A7_MOUSE,reviewed,"Aldehyde dehydrogenase, cytosolic 1 (EC 1.2.1.3) (ALDH class 1) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A7) (Aldehyde dehydrogenase phenobarbital-inducible)",Aldh1a7 Aldh-pb,Mus musculus (Mouse),501
AL1B1_MOUSE,Q9CZS1,AL1B1_MOUSE,reviewed,"Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase family 1 member B1)",Aldh1b1 Aldhx,Mus musculus (Mouse),519
AL1L1_MOUSE,Q8R0Y6,AL1L1_MOUSE,reviewed,Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1),Aldh1l1 Fthfd,Mus musculus (Mouse),902
AL3A2_MOUSE,P47740,AL3A2_MOUSE,reviewed,Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 3) (Fatty aldehyde dehydrogenase),Aldh3a2 Ahd-3 Ahd3 Aldh3 Aldh4,Mus musculus (Mouse),484
AL4A1_MOUSE,Q8CHT0,AL4A1_MOUSE,reviewed,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)",Aldh4a1,Mus musculus (Mouse),562
AL7A1_MOUSE,Q9DBF1,AL7A1_MOUSE,reviewed,Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase),Aldh7a1 Ald7a1,Mus musculus (Mouse),539
AL8A1_MOUSE,Q8BH00,AL8A1_MOUSE,reviewed,2-aminomuconic semialdehyde dehydrogenase (EC 1.2.1.32) (Aldehyde dehydrogenase family 8 member A1) (Retinal dehydrogenase 4),Aldh8a1 Raldh4,Mus musculus (Mouse),487
AL9A1_MOUSE,Q9JLJ2,AL9A1_MOUSE,reviewed,4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3),Aldh9a1,Mus musculus (Mouse),494
ALAT1_MOUSE,Q8QZR5,ALAT1_MOUSE,reviewed,Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1),Gpt Gpt1,Mus musculus (Mouse),496
ALAT2_MOUSE,Q8BGT5,ALAT2_MOUSE,reviewed,Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2),Gpt2 Aat2,Mus musculus (Mouse),522
ALBU_MOUSE,P07724,ALBU_MOUSE,reviewed,Albumin,Alb Alb-1 Alb1,Mus musculus (Mouse),608
ALDH2_MOUSE,P47738,ALDH2_MOUSE,reviewed,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (AHD-M1) (ALDH class 2) (ALDH-E2) (ALDHI)",Aldh2 Ahd-1 Ahd1,Mus musculus (Mouse),519
ALDOA_MOUSE,P05064,ALDOA_MOUSE,reviewed,Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Aldolase 1) (Muscle-type aldolase),Aldoa Aldo1,Mus musculus (Mouse),364
ALDOB_MOUSE,Q91Y97,ALDOB_MOUSE,reviewed,Fructose-bisphosphate aldolase B (EC 4.1.2.13) (Aldolase 2) (Liver-type aldolase),Aldob Aldo2,Mus musculus (Mouse),364
ALDOC_MOUSE,P05063,ALDOC_MOUSE,reviewed,Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Aldolase 3) (Brain-type aldolase) (Scrapie-responsive protein 2) (Zebrin II),Aldoc Aldo3 Scrg2,Mus musculus (Mouse),363
ALDR_MOUSE,P45376,ALDR_MOUSE,reviewed,Aldo-keto reductase family 1 member B1 (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldo-keto reductase family 1 member B3) (Aldose reductase) (AR) (EC 1.1.1.21),Akr1b1 Akr1b3 Aldor1 Aldr1 Alr2,Mus musculus (Mouse),316
ALG2_MOUSE,Q9DBE8,ALG2_MOUSE,reviewed,"Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)",Alg2 MNCb-5081,Mus musculus (Mouse),415
ALG5_MOUSE,Q9DB25,ALG5_MOUSE,reviewed,Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog),Alg5,Mus musculus (Mouse),324
ALR_MOUSE,P56213,ALR_MOUSE,reviewed,FAD-linked sulfhydryl oxidase ALR (EC 1.8.3.2) (Augmenter of liver regeneration),Gfer Alr MNCb-0663,Mus musculus (Mouse),198
AMACR_MOUSE,O09174,AMACR_MOUSE,reviewed,Alpha-methylacyl-CoA racemase (EC 5.1.99.4) (2-methylacyl-CoA racemase),Amacr Macr1,Mus musculus (Mouse),381
AMBP_MOUSE,Q07456,AMBP_MOUSE,reviewed,Protein AMBP [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (HI-30); Trypstatin],Ambp Itil,Mus musculus (Mouse),349
AMPB_MOUSE,Q8VCT3,AMPB_MOUSE,reviewed,Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase) (Cytosol aminopeptidase IV),Rnpep,Mus musculus (Mouse),650
AMPE_MOUSE,P16406,AMPE_MOUSE,reviewed,Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (BP-1/6C3 antigen) (CD antigen CD249),Enpep,Mus musculus (Mouse),945
AMPL_MOUSE,Q9CPY7,AMPL_MOUSE,reviewed,Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase),Lap3 Lapep,Mus musculus (Mouse),519
AMPN_MOUSE,P97449,AMPN_MOUSE,reviewed,Aminopeptidase N (AP-N) (mAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Membrane protein p161) (Microsomal aminopeptidase) (CD antigen CD13),Anpep Lap-1 Lap1,Mus musculus (Mouse),966
AMRP_MOUSE,P55302,AMRP_MOUSE,reviewed,Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Heparin-binding protein 44) (HBP-44) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP),Lrpap1,Mus musculus (Mouse),360
AN32A_MOUSE,O35381,AN32A_MOUSE,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (LANP) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A),Anp32a Anp32 Lanp,Mus musculus (Mouse),247
AN32B_MOUSE,Q9EST5,AN32B_MOUSE,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31),Anp32b Pal31,Mus musculus (Mouse),272
ANFY1_MOUSE,Q810B6,ANFY1_MOUSE,reviewed,Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif),Ankfy1 Ankhzn Kiaa1255,Mus musculus (Mouse),1169
ANK1_MOUSE,Q02357,ANK1_MOUSE,reviewed,Ankyrin-1 (ANK-1) (Erythrocyte ankyrin),Ank1 Ank-1,Mus musculus (Mouse),1862
ANK3_MOUSE,G5E8K5,ANK3_MOUSE,reviewed,Ankyrin-3 (ANK-3) (Ankyrin-G),Ank3,Mus musculus (Mouse),1961
ANM1_MOUSE,Q9JIF0,ANM1_MOUSE,reviewed,Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1),Prmt1 Hrmt1l2 Mrmt1,Mus musculus (Mouse),371
ANT3_MOUSE,P32261,ANT3_MOUSE,reviewed,Antithrombin-III (ATIII) (Serpin C1),Serpinc1 At3,Mus musculus (Mouse),465
ANX11_MOUSE,P97384,ANX11_MOUSE,reviewed,Annexin A11 (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),Anxa11 Anx11,Mus musculus (Mouse),503
ANXA1_MOUSE,P10107,ANXA1_MOUSE,reviewed,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],Anxa1 Anx1 Lpc-1 Lpc1,Mus musculus (Mouse),346
ANXA2_MOUSE,P07356,ANXA2_MOUSE,reviewed,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Anxa2 Anx2 Cal1h,Mus musculus (Mouse),339
ANXA3_MOUSE,O35639,ANXA3_MOUSE,reviewed,Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III),Anxa3 Anx3,Mus musculus (Mouse),323
ANXA4_MOUSE,P97429,ANXA4_MOUSE,reviewed,Annexin A4 (Annexin IV) (Annexin-4),Anxa4 Anx4,Mus musculus (Mouse),319
ANXA5_MOUSE,P48036,ANXA5_MOUSE,reviewed,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),Anxa5 Anx5,Mus musculus (Mouse),319
ANXA6_MOUSE,P14824,ANXA6_MOUSE,reviewed,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),Anxa6 Anx6,Mus musculus (Mouse),673
ANXA7_MOUSE,Q07076,ANXA7_MOUSE,reviewed,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),Anxa7 Anx7,Mus musculus (Mouse),463
AOFA_MOUSE,Q64133,AOFA_MOUSE,reviewed,Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),Maoa,Mus musculus (Mouse),526
AOFB_MOUSE,Q8BW75,AOFB_MOUSE,reviewed,Amine oxidase [flavin-containing] B (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),Maob,Mus musculus (Mouse),520
AOXA_MOUSE,O54754,AOXA_MOUSE,reviewed,Aldehyde oxidase 1 (EC 1.2.3.1) (Azaheterocycle hydroxylase 1) (EC 1.17.3.-) (Retinal oxidase),Aox1 Ao Ro,Mus musculus (Mouse),1333
AOXC_MOUSE,G3X982,AOXC_MOUSE,reviewed,Aldehyde oxidase 3 (EC 1.2.3.1) (Aldehyde oxidase homolog 1) (Azaheterocycle hydroxylase 3) (EC 1.17.3.-),Aox3 Aoh1,Mus musculus (Mouse),1335
AP1B1_MOUSE,O35643,AP1B1_MOUSE,reviewed,AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit),Ap1b1 Adtb1,Mus musculus (Mouse),943
AP1G1_MOUSE,P22892,AP1G1_MOUSE,reviewed,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),Ap1g1 Adtg Clapg1,Mus musculus (Mouse),822
AP1M1_MOUSE,P35585,AP1M1_MOUSE,reviewed,AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin),Ap1m1 Cltnm,Mus musculus (Mouse),423
AP1S1_MOUSE,P61967,AP1S1_MOUSE,reviewed,AP-1 complex subunit sigma-1A (Adaptor protein complex AP-1 subunit sigma-1A) (Adaptor-related protein complex 1 subunit sigma-1A) (Clathrin assembly protein complex 1 sigma-1A small chain) (Clathrin coat assembly protein AP19) (Golgi adaptor HA1/AP1 adaptin sigma-1A subunit) (HA1 19 kDa subunit) (Sigma 1a subunit of AP-1 clathrin) (Sigma-adaptin 1A) (Sigma1A-adaptin),Ap1s1 Ap19,Mus musculus (Mouse),158
AP2A1_MOUSE,P17426,AP2A1_MOUSE,reviewed,AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit),Ap2a1 Adtaa Clapa1,Mus musculus (Mouse),977
AP2A2_MOUSE,P17427,AP2A2_MOUSE,reviewed,AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit),Ap2a2 Adtab,Mus musculus (Mouse),938
AP2B1_MOUSE,Q9DBG3,AP2B1_MOUSE,reviewed,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit),Ap2b1 Clapb1,Mus musculus (Mouse),937
AP2M1_MOUSE,P84091,AP2M1_MOUSE,reviewed,AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein),Ap2m1 Clapm1,Mus musculus (Mouse),435
AP3B1_MOUSE,Q9Z1T1,AP3B1_MOUSE,reviewed,AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain),Ap3b1,Mus musculus (Mouse),1105
AP3D1_MOUSE,O54774,AP3D1_MOUSE,reviewed,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin) (mBLVR1),Ap3d1 Ap3d,Mus musculus (Mouse),1199
AP3M1_MOUSE,Q9JKC8,AP3M1_MOUSE,reviewed,AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Mu-adaptin 3A) (Mu3A-adaptin),Ap3m1,Mus musculus (Mouse),418
AP3S1_MOUSE,Q9DCR2,AP3S1_MOUSE,reviewed,AP-3 complex subunit sigma-1 (AP-3 complex subunit sigma-3A) (Adaptor-related protein complex 3 subunit sigma-1) (Sigma-3A-adaptin) (Sigma3A-adaptin) (Sigma-adaptin 3a),Ap3s1,Mus musculus (Mouse),193
AP4A_MOUSE,P56380,AP4A_MOUSE,reviewed,"Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)",Nudt2 Apah1,Mus musculus (Mouse),147
APEH_MOUSE,Q8R146,APEH_MOUSE,reviewed,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),Apeh,Mus musculus (Mouse),732
APEX1_MOUSE,P28352,APEX1_MOUSE,reviewed,"DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) endonuclease, mitochondrial]",Apex1 Ape Apex Ref1,Mus musculus (Mouse),317
API5_MOUSE,O35841,API5_MOUSE,reviewed,Apoptosis inhibitor 5 (API-5) (AAC-11),Api5,Mus musculus (Mouse),504
APMAP_MOUSE,Q9D7N9,APMAP_MOUSE,reviewed,Adipocyte plasma membrane-associated protein (Protein DD16),Apmap,Mus musculus (Mouse),415
APOA1_MOUSE,Q00623,APOA1_MOUSE,reviewed,Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I],Apoa1,Mus musculus (Mouse),264
APOA4_MOUSE,P06728,APOA4_MOUSE,reviewed,Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Apoa4,Mus musculus (Mouse),395
