,,,,,,,,,,,,E(t)=1-exp(-k0(t-t0)),,,,,
P01878,1,1,0,0.909229,0.915455,1,1,1,1,0.992867,1,-4.48E-05,6.18063,0.99912,,IGHA_MOUSE,Ig alpha chain C region
P01887,6,3,0,0.333302,0.896304,0.976649,0.991732,0.995034,0.992205,0.994157,0.997227,0.243085,2.96367,0.999925,,B2MG_MOUSE,Beta-2-microglobulin
P01897,4,2,0,0.252459,0.834804,0.985615,0.972463,1,0.99224,1,1,0.260454,2.43404,0.999879,,HA1L_MOUSE,"H-2 class I histocompatibility antigen, L-D alpha chain"
P01942,13,6,0,0.00245197,0.040181,0.0153958,0.0858184,0.202398,0.364147,0.567327,0.875846,1.19509,0.0408877,0.964497,,HBA_MOUSE,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)
P02088,15,7,0,0,0,0.00280029,0.0733349,0.122132,0.31329,0.516857,0.845646,1.82295,0.0369204,0.947484,,HBB1_MOUSE,Hemoglobin subunit beta-1 (Beta-1-globin) (Hemoglobin beta-1 chain) (Hemoglobin beta-major chain)
P02089,11,5,0,0,0.00366941,0.00601214,0.0804117,0.123287,0.28629,0.54181,0.875,1.8055,0.0378783,0.934308,,HBB2_MOUSE,Hemoglobin subunit beta-2 (Beta-2-globin) (Hemoglobin beta-2 chain) (Hemoglobin beta-minor chain)
P02535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,K1C10_MOUSE,"Keratin, type I cytoskeletal 10 (56 kDa cytokeratin) (Cytokeratin-10) (CK-10) (Keratin, type I cytoskeletal 59 kDa) (Keratin-10) (K10)"
P03888,4,3,0,0,0,0,0.200656,0.590916,0.792913,0.971276,0.963273,1.108,0.10857,0.99017,,NU1M_MOUSE,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)
P03893,1,1,0,0,0,0,0.254747,0.67589,1,1,1,0.773126,0.133223,0.977914,,NU2M_MOUSE,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)
P03911,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,NU4M_MOUSE,NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)
P03921,4,1,0,0,0,0,0,0.745825,0.893983,0.978543,0.969948,0.968612,0.113988,0.944027,,NU5M_MOUSE,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)
P03930,2,2,0,0.00253092,0.0375185,0.0908575,0.429219,0.814143,0.98566,0.951669,0.936039,0.765108,0.183763,0.991217,,ATP8_MOUSE,ATP synthase protein 8 (A6L) (F-ATPase subunit 8)
P04117,4,2,0,0,0,0,0.216196,0.510317,0.908486,0.973981,0.983553,1.15235,0.113063,0.988383,,FABP4_MOUSE,"Fatty acid-binding protein, adipocyte (3T3-L1 lipid-binding protein) (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (A-FABP) (AFABP) (Fatty acid-binding protein 4) (Myelin P2 protein homolog) (P15) (P2 adipocyte protein) (Protein 422)"
P04186,2,1,0,0,0.80104,1,1,1,0.978556,1,1,0.0987517,1.16714,0.979617,,CFAB_MOUSE,Complement factor B (EC 3.4.21.47) (C3/C5 convertase) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]
P04919,17,4,0,0,0.0323975,0.0482185,0.189727,0.343319,0.746532,0.83493,0.963135,0.915225,0.0773811,0.992636,,B3AT_MOUSE,Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (MEB3) (Solute carrier family 4 member 1) (CD antigen CD233)
P04939,8,5,0,0.952848,0.995844,0.998553,0.998633,0.998627,0.987596,1,0.992011,-0.405342,3.88935,0.999972,,MUP3_MOUSE,Major urinary protein 3 (MUP 3) (Non-group 1/group 2 MUP15)
P05064,5,4,0,0,0.198726,0.370452,0.890374,0.990704,0.978331,0.977044,0.990141,0.46299,0.42793,0.994179,,ALDOA_MOUSE,Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Aldolase 1) (Muscle-type aldolase)
P05201,14,5,0,0.00927604,0.0584314,0.126948,0.41813,0.907261,0.986742,0.997919,1,0.705604,0.202853,0.989199,,AATC_MOUSE,"Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)"
P05202,24,8,0,0.00436442,0.06246,0.173396,0.42365,0.567531,0.806028,0.915951,0.968891,0.239247,0.113553,0.997429,,AATM_MOUSE,"Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)"
P05784,18,11,0,0.00379166,0.0477006,0.109329,0.239063,0.542655,0.887901,0.968734,0.991247,0.732633,0.113495,0.995035,,K1C18_MOUSE,"Keratin, type I cytoskeletal 18 (Cytokeratin endo B) (Keratin D) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)"
P06151,24,17,0,0.0101224,0.0509612,0.155912,0.449912,0.834624,0.971902,0.974474,0.987862,0.646591,0.193459,0.995431,,LDHA_MOUSE,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M)
P06728,4,1,0,0,1,1,1,1,1,0.964823,1,0.379995,10.5548,0.999823,,APOA4_MOUSE,Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4)
P06745,21,11,0,0.0200201,0.267675,0.489919,0.704739,0.904079,0.982069,0.987073,0.954006,0.22363,0.347184,0.998523,,G6PI_MOUSE,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)
P06801,29,21,0,0.0283366,0.340625,0.621785,0.828156,0.904567,0.968817,0.978956,0.99676,0.28249,0.52952,0.998003,,MAOX_MOUSE,NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1)
P06909,7,3,0,0.58198,1,0.978331,0.988769,0.956807,0.932349,0.991363,0.999632,0.292973,10.0209,0.99903,,CFAH_MOUSE,Complement factor H (Protein beta-1-H)
P07309,5,3,0,0,0,0,0,0.983635,0.982308,0.981875,0.997628,1.24535,0.15925,0.918169,,TTHY_MOUSE,Transthyretin (Prealbumin)
P07356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,ANXA2_MOUSE,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)
P07724,56,39,0,0.0371879,0.198296,0.414014,0.781537,0.927615,0.991897,0.988343,0.995143,0.334859,0.361135,0.999001,,ALBU_MOUSE,Albumin
P07759,20,12,0,0.145514,0.55719,0.793813,0.943681,0.98086,0.969282,0.961241,0.959896,0.196223,0.930963,0.998884,,SPA3K_MOUSE,Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)
P07901,24,19,0,0.024243,0.199352,0.406621,0.712894,0.929063,0.972992,0.985334,0.988738,0.323725,0.328779,0.999709,,HS90A_MOUSE,Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)
P08003,27,23,0,0.024668,0.168517,0.285538,0.70811,0.940242,0.99186,0.990839,0.985427,0.407753,0.300382,0.996707,,PDIA4_MOUSE,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)
P08030,2,1,0,0,0.178732,0.443289,0.645066,0.90055,0.98349,0.994938,0.99779,0.174948,0.280714,0.998049,,APT_MOUSE,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)
P08032,26,2,0,0,0,0,0,0.867614,0.704541,0.979472,0.969898,1.25589,0.118408,0.925925,,SPTA1_MOUSE,"Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)"
P08113,37,24,0,0.00779245,0.253645,0.392196,0.724876,0.95095,0.983986,0.991724,0.997161,0.316235,0.342489,0.998889,,ENPL_MOUSE,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Endoplasmic reticulum resident protein 99) (ERp99) (Heat shock protein 90 kDa beta member 1) (Polymorphic tumor rejection antigen 1) (Tumor rejection antigen gp96)
P08226,11,5,0,0.990604,0.972831,0.969255,0.971404,0.964177,0.963091,0.980038,1,-206.678,0.0172739,0.999869,,APOE_MOUSE,Apolipoprotein E (Apo-E)
P08228,8,5,0,0.00624333,0.0588717,0.162805,0.332468,0.740709,0.946591,0.990672,0.999381,0.622028,0.155918,0.995964,,SODC_MOUSE,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)
P08249,15,12,0,0.00528352,0.0542028,0.135509,0.299706,0.607839,0.907996,0.972163,0.989713,0.62049,0.126835,0.997584,,MDHM_MOUSE,"Malate dehydrogenase, mitochondrial (EC 1.1.1.37)"
P09055,6,3,0,0,0,0.125307,0.691352,0.944657,0.920766,1,0.936122,0.761125,0.273985,0.983615,,ITB1_MOUSE,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)
P09103,26,21,0,0.00673797,0.173744,0.31963,0.703666,0.923514,0.975324,0.987878,0.985464,0.413606,0.305723,0.998399,,PDIA1_MOUSE,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Endoplasmic reticulum resident protein 59) (ER protein 59) (ERp59) (Prolyl 4-hydroxylase subunit beta) (p55)
P09405,11,7,0,0,0.1646,0.412019,0.813739,0.926826,0.940887,0.980579,0.949782,0.451345,0.388684,0.997025,,NUCL_MOUSE,Nucleolin (Protein C23)
P09411,24,8,0,0.00736501,0.0767576,0.157515,0.477119,0.765327,0.976079,0.996765,0.996926,0.568688,0.183935,0.997537,,PGK1_MOUSE,Phosphoglycerate kinase 1 (EC 2.7.2.3)
P09528,16,9,0,0.00848749,0.123204,0.475675,0.852959,0.958324,0.989861,0.995873,0.997179,0.480868,0.439455,0.997093,,FRIH_MOUSE,"Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) [Cleaved into: Ferritin heavy chain, N-terminally processed]"
P09671,10,9,0,0.00475106,0.0676312,0.124696,0.323703,0.660911,0.911946,0.985013,0.984175,0.615497,0.136646,0.997341,,SODM_MOUSE,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)"
P09813,4,1,0,0.566166,1,1,0.794314,0.750231,0.672714,0.854007,0.745861,0.00428056,2.51706,0.957448,,APOA2_MOUSE,Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II)]
P10126,24,11,0,0.0230435,0.21406,0.429886,0.632071,0.900806,0.967425,0.956079,0.968174,0.225638,0.287897,0.998681,,EF1A1_MOUSE,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)
P10518,12,10,0,0.0106066,0.0975674,0.241896,0.590421,0.937998,0.976468,0.98754,0.996619,0.532055,0.257849,0.996305,,HEM2_MOUSE,Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)
P10605,8,2,0,0,0.0249792,0.364158,0.827378,0.945007,1,0.958646,1,0.605001,0.379334,0.992265,,CATB_MOUSE,Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]
P10630,1,1,0,0,0,0,0,0.758902,0.979082,0.925743,0.930824,0.95931,0.118277,0.937258,,IF4A2_MOUSE,Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)
P10639,5,2,0,0.00426002,0.120432,0.243001,0.548728,0.766196,0.882674,0.98426,0.990015,0.341978,0.190054,0.998022,,THIO_MOUSE,Thioredoxin (Trx) (ATL-derived factor) (ADF)
P10648,2,1,0,0.984752,0.975268,1,0.902321,0.849924,1,0.932883,1,-9.49E-08,10.9965,0.995335,,GSTA2_MOUSE,Glutathione S-transferase A2 (EC 2.5.1.18) (GST class-alpha member 2) (Glutathione S-transferase GT41A)
P10649,15,11,0,0.00259496,0.0903525,0.27161,0.600678,0.825475,0.992003,0.99695,0.99975,0.489375,0.238653,0.999051,,GSTM1_MOUSE,Glutathione S-transferase Mu 1 (EC 2.5.1.18) (GST 1-1) (GST class-mu 1) (Glutathione S-transferase GT8.7) (pmGT10)
P10853,6,6,0,0.000641938,0.0116399,0.0433156,0.0880938,0.16258,0.295338,0.443376,0.60174,0.647445,0.0261384,0.994738,,H2B1F_MOUSE,Histone H2B type 1-F/J/L (H2B 291A)
P10922,5,1,0,0,0,0,0,0.209021,0.392618,0.835044,1,1.52895,0.0546176,0.928187,,H10_MOUSE,"Histone H1.0 (Histone H1') (Histone H1(0)) (MyD196) [Cleaved into: Histone H1.0, N-terminally processed]"
P11031,2,1,0,0,0,0.411087,0.57855,0.800159,0.976925,0.955918,1,0.296252,0.222557,0.99075,,TCP4_MOUSE,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (Single-stranded DNA-binding protein p9) (p14)
P11276,36,18,0,0.0373156,0.393202,0.871241,0.923157,0.977623,0.987457,0.988683,0.983913,0.361776,0.957784,0.997579,,FINC_MOUSE,Fibronectin (FN) [Cleaved into: Anastellin]
P11352,12,3,0,0.0288818,0.0985154,0.105726,0.388429,0.748329,0.996815,0.991913,0.998287,0.557938,0.163568,0.99291,,GPX1_MOUSE,Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase) (Selenium-dependent glutathione peroxidase 1)
P11438,2,1,0,0,0,0,0.91052,1,1,1,1,0.508917,0.281266,0.940541,,LAMP1_MOUSE,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (CD107 antigen-like family member A) (LGP-120) (Lysosomal membrane glycoprotein A) (LGP-A) (P2B) (CD antigen CD107a)
P11499,31,26,0,0.0133524,0.296992,0.53699,0.810401,0.968001,0.980673,0.988904,0.974609,0.319473,0.465653,0.999577,,HS90B_MOUSE,Heat shock protein HSP 90-beta (Heat shock 84 kDa) (HSP 84) (HSP84) (Tumor-specific transplantation 84 kDa antigen) (TSTA)
P11588,1,1,0,1,1,0.995144,1,1,0.997932,0.999871,0.999793,-2.11E-13,65.4218,0.999997,,MUP1_MOUSE,Major urinary protein 1 (MUP 1)
P11589,4,4,0,0.912656,0.981375,0.995601,0.988774,0.96828,0.975394,1,0.99801,-0.621938,2.43424,0.999776,,MUP2_MOUSE,Major urinary protein 2 (MUP 2)
P11679,15,10,0,0.0235611,0.0400032,0.116049,0.309786,0.671251,0.950017,0.986584,0.995704,0.680194,0.140838,0.994764,,K2C8_MOUSE,"Keratin, type II cytoskeletal 8 (Cytokeratin endo A) (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)"
P11714,8,4,0,0,0.075653,0.306102,0.659855,0.834055,0.99111,0.990714,0.986873,0.512668,0.266557,0.998088,,CP2D9_MOUSE,Cytochrome P450 2D9 (EC 1.14.14.1) (CYPIID9) (Cytochrome P450-16-alpha) (Cytochrome P450CA) (Testosterone 16-alpha hydroxylase)
P11725,29,26,0,0.0214123,0.0350338,0.106239,0.390912,0.653222,0.890026,0.955552,0.984999,0.605492,0.137249,0.997398,,OTC_MOUSE,"Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)"
P11983,1,1,0,0,0,0,0,0.97321,0.930164,0.960034,0.987792,0.893091,0.138733,0.91041,,TCPA_MOUSE,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Tailless complex polypeptide 1A) (TCP-1-A) (Tailless complex polypeptide 1B) (TCP-1-B)
P12710,11,8,0,0.00971749,0.115734,0.371792,0.665627,0.878791,0.958991,0.993928,0.998688,0.422651,0.289027,0.999211,,FABPL_MOUSE,"Fatty acid-binding protein, liver (14 kDa selenium-binding protein) (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)"
P12787,10,7,0,0,0.0525694,0.154133,0.476395,0.730498,0.879267,0.99193,0.992176,0.574126,0.166651,0.997497,,COX5A_MOUSE,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)"
P12815,4,1,0,0,0.404417,0.658766,1,0.890841,1,1,0.882729,0.144062,0.582451,0.989058,,PDCD6_MOUSE,Programmed cell death protein 6 (ALG-257) (Apoptosis-linked gene 2 protein) (ALG-2) (PMP41)
P12970,8,5,0,0.0162838,0.109151,0.20948,0.406254,0.601577,0.891985,0.978532,0.997072,0.198221,0.130761,0.999132,,RL7A_MOUSE,60S ribosomal protein L7a (Surfeit locus protein 3)
P13020,2,1,0,0,0,0,0.52727,0.826786,0.963837,1,0.962541,0.602868,0.178289,0.976927,,GELS_MOUSE,Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)
P13634,9,1,0,0,0.149852,0.299139,0.458214,0.762422,1,0.914094,1,0.26283,0.184377,0.996932,,CAH1_MOUSE,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase I) (CA-I)
P13707,11,5,0,0.00523139,0.0948078,0.316791,0.672431,0.912714,0.961229,0.986585,0.98572,0.504262,0.291631,0.998246,,GPDA_MOUSE,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)"
P14094,3,2,0,0,0,0,0.140624,0.775942,0.96134,1,0.965148,1.17163,0.143321,0.969985,,AT1B1_MOUSE,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)
P14131,9,8,0,0.0047277,0.0443898,0.0974241,0.198336,0.487297,0.823735,0.969298,0.998197,0.787596,0.101135,0.993517,,RS16_MOUSE,40S ribosomal protein S16
P14148,11,4,0,0,0.0364735,0.0615297,0.284926,0.558145,0.885627,0.966722,0.926752,0.808388,0.115878,0.995006,,RL7_MOUSE,60S ribosomal protein L7
P14152,5,5,0,0.0246614,0.0851986,0.196824,0.482958,0.801125,0.950248,0.996551,0.998609,0.469742,0.189363,0.998226,,MDHC_MOUSE,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase)"
P14206,10,4,0,0,0.0741968,0.265886,0.318553,0.450366,0.787646,0.958991,0.978502,0.0290414,0.096224,0.992287,,RSSA_MOUSE,40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP)
P14211,15,12,0,0.0137098,0.144274,0.200541,0.526968,0.917212,0.945011,0.9444,0.932253,0.454237,0.223879,0.992818,,CALR_MOUSE,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)
P14246,4,2,0,0,0.150978,0.324728,0.783706,1,0.993543,0.987685,1,0.498666,0.363106,0.995669,,GTR2_MOUSE,"Solute carrier family 2, facilitated glucose transporter member 2 (Glucose transporter type 2, liver) (GLUT-2)"
P14685,3,3,0,0,0.222129,0.429516,0.708854,0.944828,0.983126,0.97954,0.977515,0.350619,0.34784,0.999579,,PSMD3_MOUSE,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58) (Transplantation antigen P91A) (Tum-P91A antigen)
P14733,3,1,0,0,0,0,0.99934,1,0.999035,1,1,0.493066,0.301149,0.929019,,LMNB1_MOUSE,Lamin-B1
P14824,15,14,0,0.0178583,0.0514342,0.252315,0.573369,0.903908,0.983828,0.991318,0.981392,0.563501,0.246827,0.996756,,ANXA6_MOUSE,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)
P14869,9,5,0,0,0.100508,0.176456,0.2709,0.459065,0.804952,0.91655,0.971311,0.221936,0.0932924,0.997013,,RLA0_MOUSE,60S acidic ribosomal protein P0 (60S ribosomal protein L10E)
P15105,15,7,0,0.00598483,0.155359,0.380031,0.698966,0.929183,0.998017,0.99172,0.99185,0.418737,0.322496,0.999651,,GLNA_MOUSE,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)
P15116,4,1,0,0,0.569,0.670576,0.908674,1,1,1,1,0.322893,0.864316,0.994801,,CADH2_MOUSE,Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)
P15327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,PMGE_MOUSE,"Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (BPG-dependent PGAM)"
P15508,32,2,0,0,0,0.141839,0.527799,1,0.859559,0.994853,0.93244,0.779356,0.2411,0.981381,,SPTB1_MOUSE,"Spectrin beta chain, erythrocytic (Beta-I spectrin)"
P15532,8,5,0,0.00445488,0.142401,0.269004,0.425046,0.816625,0.973946,0.990994,1,0.348117,0.18871,0.997492,,NDKA_MOUSE,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Metastasis inhibition factor NM23) (NDPK-A) (Tumor metastatic process-associated protein) (nm23-M1)
P15626,10,8,0,0.0211621,0.0964733,0.371967,0.555762,0.796073,0.979488,0.974008,0.989692,0.31238,0.223324,0.99833,,GSTM2_MOUSE,Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST 5-5) (GST class-mu 2) (Glutathione S-transferase pmGT2)
P15864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,H12_MOUSE,Histone H1.2 (H1 VAR.1) (H1c)
P16015,25,10,0,0.00636555,0.0890741,0.253326,0.505253,0.85644,0.979293,0.994164,0.999952,0.498957,0.217612,0.998586,,CAH3_MOUSE,Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III)
P16045,2,1,0,0,0,0.21443,0.537429,0.400972,0.568013,1,1,-0.0960503,0.0867531,0.948793,,LEG1_MOUSE,Galectin-1 (Gal-1) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (S-Lac lectin 1)
P16125,1,1,0,0,0.228663,0.283575,0.796153,0.947066,1,1,0.88639,0.221358,0.307776,0.988305,,LDHB_MOUSE,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H)
P16331,18,13,0,0.135194,0.626977,0.932946,0.973908,0.978148,0.949336,0.986591,0.980828,0.279455,1.41237,0.999262,,PH4H_MOUSE,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase)
P16332,11,9,0,0.118053,0.340514,0.516924,0.88186,0.986902,0.956295,0.985432,0.98552,0.125545,0.45623,0.998269,,MUTA_MOUSE,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)"
P16460,27,18,0,0.0196985,0.106494,0.189226,0.480768,0.887906,0.99288,0.99093,0.996648,0.516208,0.211962,0.994818,,ASSY_MOUSE,Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)
P16546,95,54,0,0,0.0138327,0.0798423,0.348766,0.815487,0.952005,0.981859,0.964175,0.862557,0.171069,0.989987,,SPTN1_MOUSE,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain)"
P16675,5,1,0,0,0,1,1,1,0.95137,1,0.954417,0.241542,0.620985,0.944495,,PPGB_MOUSE,Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]
P16858,26,23,0,0.0116592,0.136243,0.299059,0.612267,0.872942,0.978617,0.986342,0.968609,0.40441,0.253758,0.999255,,G3P_MOUSE,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)
P17182,22,20,0,0.0115311,0.134694,0.371571,0.583108,0.89031,0.982739,0.991264,0.98885,0.366006,0.26147,0.999357,,ENOA_MOUSE,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE)
P17225,2,1,0,0,0,0.783973,1,0.895393,1,0.98493,0.933041,0.541951,0.679722,0.974906,,PTBP1_MOUSE,Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)
P17426,3,2,0,0,0.0140024,0.227421,0.576664,0.880035,0.973938,0.989148,1,0.666248,0.243118,0.996388,,AP2A1_MOUSE,AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)
P17427,19,16,0,0,0.0176972,0.146267,0.524377,0.871093,0.96431,0.966859,0.959345,0.732623,0.218086,0.99348,,AP2A2_MOUSE,AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)
P17563,22,19,0,0.0104094,0.0563158,0.160022,0.502322,0.854972,0.971619,0.964101,0.960737,0.629936,0.20769,0.994915,,SBP1_MOUSE,Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)
